GENE	CHROM	POS	TotalDepth	Normalized_Depth
ABL1	chr9	130884279	2373	1.350087763
ABL1	chr9	130884313	1980	1.126495479
ABL1	chr9	130884334	1831	1.041723849
ABL1	chr9	130884365	1690	0.961503717
ABL1	chr9	130884377	1673	0.951831786
ABL1	chr9	130884382	1711	0.973451396
ABL1	chr9	130884402	1595	0.907454691
ABL1	chr9	130884420	1498	0.852267792
ABL1	chr9	130884433	1496	0.851129917
ABL1	chr9	130884449	1641	0.933625798
ABL1	chr9	130884454	1654	0.941021981
ABL1	chr9	130884460	1739	0.989381635
ABL1	chr9	130884503	1785	1.015552742
ABL1	chr9	130884504	1772	1.00815656
ABL1	chr9	130884510	1765	1.004174
ABL1	chr9	130884571	2600	1.479236487
ABL1	chr9	130884596	2551	1.451358569
ABL1	chr9	130884622	2614	1.487201607
ABL1	chr9	130884636	2665	1.516217399
ABL1	chr9	130884637	2688	1.529302953
ABL1	chr9	130884651	2750	1.564577054
ABL1	chr9	130884687	2251	1.280677436
ABL1	chr9	130884713	2012	1.144701466
ABL1	chr9	130884736	1977	1.124788667
ABL1	chr9	130884738	1966	1.118530359
ABL1	chr9	130884779	1826	1.038879164
ABL1	chr9	130884797	1796	1.02181105
ABL1	chr9	130884820	1794	1.020673176
ABL1	chr9	130884860	1836	1.044568535
ABL1	chr9	130884902	1831	1.041723849
ABL1	chr9	130884903	1824	1.03774129
ABL1	chr9	130884972	1927	1.096341812
ABL1	chr9	130884983	1987	1.130478039
ABL1	chr9	130885014	2087	1.18737175
ABL1	chr9	130885030	2276	1.294900863
ABL1	chr9	130885057	2309	1.313675788
ABL1	chr9	130885059	2297	1.306848543
ABL1	chr9	130885067	2258	1.284659995
ABL1	chr9	130885175	2124	1.208422423
ABL1	chr9	130885222	2219	1.262471448
ABL1	chr9	130885253	2483	1.412670845
ABL1	chr9	130885277	2517	1.432014707
ABL1	chr9	130885324	2675	1.521906771
ABL1	chr9	130885376	2338	1.330174964
ABL1	chr9	130885379	2301	1.309124291
ABL1	chr9	130885410	2217	1.261333574
ABL1	chr9	130885415	2317	1.318227285
ABL1	chr9	130885453	2331	1.326192405
ABL1	chr9	130885460	2308	1.313106851
ABL1	chr9	130885469	2289	1.302297046
ABL1	chr9	130885470	2292	1.304003857
ABL1	chr9	130885512	2307	1.312537914
ABL1	chr9	130885515	2279	1.296607675
ABL1	chr9	130885614	2771	1.576524733
TSC1	chr9	132896320	2795	1.590179224
TSC1	chr9	132896413	2506	1.425756399
TSC1	chr9	132896531	1726	0.981985453
TSC1	chr9	132896535	1749	0.995071006
TSC1	chr9	132896536	1761	1.001898252
TSC1	chr9	132896546	1871	1.064481334
TSC1	chr9	132896569	2063	1.173717259
TSC1	chr9	132896600	2065	1.174855133
TSC1	chr9	132896602	2044	1.162907454
TSC1	chr9	132896638	2297	1.306848543
TSC1	chr9	132896754	1974	1.123081856
TSC1	chr9	132897203	1503	0.855112477
TSC1	chr9	132897250	2214	1.259626763
TSC1	chr9	132897310	2296	1.306279606
TSC1	chr9	132897434	2020	1.149252963
TSC1	chr9	132897464	1990	1.13218485
TSC1	chr9	132897573	721	0.410203657
TSC1	chr9	132901600	1289	0.733359935
TSC1	chr9	132901682	1528	0.869335905
TSC1	chr9	132902639	2133	1.213542857
TSC1	chr9	132902641	2155	1.226059473
TSC1	chr9	132902767	1834	1.043430661
TSC1	chr9	132903709	2130	1.211836045
TSC1	chr9	132903716	2172	1.235731404
TSC1	chr9	132903721	2193	1.247679083
TSC1	chr9	132903737	2360	1.342691581
TSC1	chr9	132903765	2568	1.4610305
TSC1	chr9	132903784	2691	1.531009764
TSC1	chr9	132903800	2635	1.499149286
TSC1	chr9	132905606	1561	0.888110829
TSC1	chr9	132905638	1741	0.990519509
TSC1	chr9	132905681	1881	1.070170705
TSC1	chr9	132905753	2174	1.236869278
TSC1	chr9	132905778	2268	1.290349367
TSC1	chr9	132905782	2292	1.304003857
TSC1	chr9	132905793	2473	1.406981474
TSC1	chr9	132905807	2577	1.466150934
TSC1	chr9	132906016	2894	1.646503998
TSC1	chr9	132906055	2866	1.630573759
TSC1	chr9	132906055	2872	1.633987381
TSC1	chr9	132907337	2233	1.270436568
TSC1	chr9	132907364	2158	1.227766284
TSC1	chr9	132910601	2551	1.451358569
TSC1	chr9	132911009	2418	1.375689933
TSC1	chr9	132911042	2889	1.643659312
TSC1	chr9	132911103	2432	1.383655053
TSC1	chr9	132911107	2396	1.363173317
TSC1	chr9	132911540	1727	0.98255439
TSC1	chr9	132912352	2566	1.459892626
TSC1	chr9	132912389	2561	1.45704794
TSC1	chr9	132912396	2563	1.458185814
TSC1	chr9	132912399	2526	1.437135141
TSC1	chr9	132921860	1968	1.119668233
TSC1	chr9	132921872	2113	1.202164114
TSC1	chr9	132921885	2304	1.310831103
TSC1	chr9	132921903	2549	1.450220695
TSC1	chr9	132923378	2248	1.278970624
TSC1	chr9	132923381	2351	1.337571147
TSC1	chr9	132923400	2539	1.444531324
TSC1	chr9	132923489	2171	1.235162467
TSC1	chr9	132925615	2462	1.400723166
TSC1	chr9	132927242	2332	1.326761342
TSC1	chr9	132927247	2335	1.328468153
TSC1	chr9	132928816	2777	1.579938356
NOTCH1	chr9	136496085	2330	1.325623467
NOTCH1	chr9	136496095	2406	1.368862688
NOTCH1	chr9	136496127	2514	1.430307896
NOTCH1	chr9	136496148	2441	1.388775487
NOTCH1	chr9	136496240	2267	1.289780429
NOTCH1	chr9	136496244	2251	1.280677436
NOTCH1	chr9	136496255	2217	1.261333574
NOTCH1	chr9	136496275	2037	1.158924894
NOTCH1	chr9	136496370	1038	0.590556721
NOTCH1	chr9	136496398	810	0.460839059
NOTCH1	chr9	136496412	848	0.48245867
NOTCH1	chr9	136496445	1023	0.582022664
NOTCH1	chr9	136496451	1074	0.611038457
NOTCH1	chr9	136496460	1170	0.665656419
NOTCH1	chr9	136496461	1173	0.667363231
NOTCH1	chr9	136496466	1226	0.697516897
NOTCH1	chr9	136496475	1239	0.70491308
NOTCH1	chr9	136496480	1299	0.739049307
NOTCH1	chr9	136496492	1362	0.774892344
NOTCH1	chr9	136496567	1634	0.929643239
NOTCH1	chr9	136496587	1449	0.824389873
NOTCH1	chr9	136496618	1413	0.803908137
NOTCH1	chr9	136496636	1440	0.819269439
NOTCH1	chr9	136496642	1416	0.805614948
NOTCH1	chr9	136496732	1549	0.881283584
NOTCH1	chr9	136496735	1574	0.895507012
NOTCH1	chr9	136496738	1572	0.894369138
NOTCH1	chr9	136496753	1477	0.840320112
NOTCH1	chr9	136496793	1470	0.836337552
NOTCH1	chr9	136496901	779	0.443202009
NOTCH1	chr9	136496917	647	0.36810231
NOTCH1	chr9	136496924	591	0.336241832
NOTCH1	chr9	136496956	455	0.258866385
NOTCH1	chr9	136496991	536	0.304950291
NOTCH1	chr9	136497024	1043	0.593401406
NOTCH1	chr9	136497109	2099	1.194198995
NOTCH1	chr9	136497115	2069	1.177130882
NOTCH1	chr9	136497115	2070	1.177699819
NOTCH1	chr9	136497125	2025	1.152097649
NOTCH1	chr9	136497157	1833	1.042861724
NOTCH1	chr9	136497161	1798	1.022948925
NOTCH1	chr9	136497161	1798	1.022948925
NOTCH1	chr9	136497174	1483	0.843733735
NOTCH1	chr9	136497184	1280	0.728239501
NOTCH1	chr9	136497253	564	0.32088053
NOTCH1	chr9	136497267	497	0.282761744
NOTCH1	chr9	136497280	460	0.261711071
NOTCH1	chr9	136497310	322	0.18319775
NOTCH1	chr9	136497317	299	0.170112196
NOTCH1	chr9	136497344	231	0.131424473
NOTCH1	chr9	136497346	226	0.128579787
NOTCH1	chr9	136497356	297	0.168974322
NOTCH1	chr9	136498909	1379	0.784564275
NOTCH1	chr9	136498967	1920	1.092359252
NOTCH1	chr9	136499110	1703	0.968899899
NOTCH1	chr9	136499190	2705	1.538974884
NOTCH1	chr9	136499200	2653	1.509390154
NOTCH1	chr9	136499204	2617	1.488908418
NOTCH1	chr9	136499207	2574	1.464444122
NOTCH1	chr9	136499250	1836	1.044568535
NOTCH1	chr9	136500592	1381	0.78570215
NOTCH1	chr9	136500594	1379	0.784564275
NOTCH1	chr9	136500609	1425	0.810735382
NOTCH1	chr9	136500706	1211	0.688982841
NOTCH1	chr9	136500733	1164	0.662242797
NOTCH1	chr9	136500740	1187	0.67532835
NOTCH1	chr9	136500753	1189	0.676466224
NOTCH1	chr9	136500763	1141	0.649157243
NOTCH1	chr9	136500789	1167	0.663949608
NOTCH1	chr9	136500793	1175	0.668501105
NOTCH1	chr9	136500807	1183	0.673052602
NOTCH1	chr9	136500824	1106	0.629244444
NOTCH1	chr9	136501753	1483	0.843733735
NOTCH1	chr9	136501835	2079	1.182820253
NOTCH1	chr9	136501865	1919	1.091790315
NOTCH1	chr9	136501875	1845	1.049688969
NOTCH1	chr9	136502027	1551	0.882421458
NOTCH1	chr9	136502090	1354	0.770340848
NOTCH1	chr9	136502283	1045	0.59453928
NOTCH1	chr9	136502348	1520	0.864784408
NOTCH1	chr9	136502376	1254	0.713447137
NOTCH1	chr9	136502393	1027	0.584298412
NOTCH1	chr9	136502399	991	0.563816676
NOTCH1	chr9	136502409	908	0.516594896
NOTCH1	chr9	136502423	718	0.408496845
NOTCH1	chr9	136502454	322	0.18319775
NOTCH1	chr9	136502461	260	0.147923649
NOTCH1	chr9	136503196	1736	0.987674824
NOTCH1	chr9	136503211	2001	1.138443158
NOTCH1	chr9	136503255	2240	1.274419127
NOTCH1	chr9	136503284	2245	1.277263813
NOTCH1	chr9	136503301	2404	1.367724814
NOTCH1	chr9	136503328	2143	1.219232228
NOTCH1	chr9	136504787	658	0.374360619
NOTCH1	chr9	136504864	1286	0.731653124
NOTCH1	chr9	136504872	1303	0.741325055
NOTCH1	chr9	136504956	977	0.555851557
NOTCH1	chr9	136504976	1098	0.624692947
NOTCH1	chr9	136504977	1104	0.62810657
NOTCH1	chr9	136504989	1164	0.662242797
NOTCH1	chr9	136505017	1133	0.644605746
NOTCH1	chr9	136505024	1112	0.632658067
NOTCH1	chr9	136505029	1083	0.616158891
NOTCH1	chr9	136505035	1032	0.587143098
NOTCH1	chr9	136505064	823	0.468235242
NOTCH1	chr9	136505086	688	0.391428732
NOTCH1	chr9	136505330	1875	1.066757082
NOTCH1	chr9	136505376	2148	1.222076913
NOTCH1	chr9	136505386	2188	1.244834398
NOTCH1	chr9	136505429	1815	1.032620856
NOTCH1	chr9	136505501	1131	0.643467872
NOTCH1	chr9	136505507	1081	0.615021016
NOTCH1	chr9	136505533	994	0.565523488
NOTCH1	chr9	136505561	964	0.548455375
NOTCH1	chr9	136505569	955	0.543334941
NOTCH1	chr9	136505591	944	0.537076632
NOTCH1	chr9	136505599	1047	0.595677155
NOTCH1	chr9	136505636	1402	0.797649829
NOTCH1	chr9	136505728	989	0.562678802
NOTCH1	chr9	136505747	823	0.468235242
NOTCH1	chr9	136505787	559	0.318035845
NOTCH1	chr9	136505832	463	0.263417882
NOTCH1	chr9	136505858	532	0.302674543
NOTCH1	chr9	136505870	518	0.294709423
NOTCH1	chr9	136506629	1102	0.626968696
NOTCH1	chr9	136506727	1036	0.589418846
NOTCH1	chr9	136506734	1032	0.587143098
NOTCH1	chr9	136506764	1188	0.675897287
NOTCH1	chr9	136506789	1454	0.827234559
NOTCH1	chr9	136506811	1629	0.926798553
NOTCH1	chr9	136506850	1837	1.045137472
NOTCH1	chr9	136506866	1931	1.09861756
NOTCH1	chr9	136506884	1953	1.111134177
NOTCH1	chr9	136506925	1823	1.037172352
NOTCH1	chr9	136506964	1171	0.666225356
NOTCH1	chr9	136507346	1333	0.758393168
NOTCH1	chr9	136507355	1422	0.809028571
NOTCH1	chr9	136507435	1608	0.914850874
NOTCH1	chr9	136507979	1075	0.611607394
NOTCH1	chr9	136507996	1161	0.660535985
NOTCH1	chr9	136507997	1175	0.668501105
NOTCH1	chr9	136508018	1198	0.681586658
NOTCH1	chr9	136508072	1204	0.685000281
NOTCH1	chr9	136508081	1168	0.664518545
NOTCH1	chr9	136508097	1094	0.622417199
NOTCH1	chr9	136508105	1056	0.600797589
NOTCH1	chr9	136508135	1118	0.63607169
NOTCH1	chr9	136508243	1725	0.981416516
NOTCH1	chr9	136508283	1997	1.13616741
NOTCH1	chr9	136508943	1211	0.688982841
NOTCH1	chr9	136508959	1350	0.768065099
NOTCH1	chr9	136508995	1242	0.706619891
NOTCH1	chr9	136509782	1778	1.011570182
NOTCH1	chr9	136509785	1801	1.024655736
NOTCH1	chr9	136509792	1852	1.053671529
NOTCH1	chr9	136509832	2121	1.206715611
NOTCH1	chr9	136509938	2230	1.268729756
NOTCH1	chr9	136509948	2260	1.28579787
NOTCH1	chr9	136510658	600	0.341362266
NOTCH1	chr9	136510664	660	0.375498493
NOTCH1	chr9	136510726	939	0.534231947
NOTCH1	chr9	136510732	905	0.514888085
NOTCH1	chr9	136511160	1508	0.857957163
NOTCH1	chr9	136511187	1579	0.898351697
NOTCH1	chr9	136511199	1696	0.964917339
NOTCH1	chr9	136511219	1929	1.097479686
NOTCH1	chr9	136511231	1878	1.068463893
NOTCH1	chr9	136511237	1855	1.05537834
NOTCH1	chr9	136511267	1404	0.798787703
NOTCH1	chr9	136513034	306	0.174094756
NOTCH1	chr9	136513409	1768	1.005880811
NOTCH1	chr9	136513415	1764	1.003605063
NOTCH1	chr9	136513480	1593	0.906316817
NOTCH1	chr9	136513525	1348	0.766927225
NOTCH1	chr9	136514517	1278	0.727101627
NOTCH1	chr9	136514580	1996	1.135598473
NOTCH1	chr9	136514591	2025	1.152097649
NOTCH1	chr9	136514645	1862	1.0593609
NOTCH1	chr9	136514646	1891	1.075860076
NOTCH1	chr9	136514650	1884	1.071877516
NOTCH1	chr9	136514669	1842	1.047982158
NOTCH1	chr9	136515315	1895	1.078135824
NOTCH1	chr9	136515330	1964	1.117392485
NOTCH1	chr9	136515396	1186	0.674759413
NOTCH1	chr9	136515611	1658	0.943297729
NOTCH1	chr9	136515619	1609	0.915419811
NOTCH1	chr9	136515625	1594	0.906885754
NOTCH1	chr9	136515669	1123	0.638916375
NOTCH1	chr9	136515712	771	0.438650512
NOTCH1	chr9	136516052	1148	0.653139803
NOTCH1	chr9	136516073	999	0.568368173
NOTCH1	chr9	136516096	839	0.477338236
NOTCH1	chr9	136517274	730	0.415324091
NOTCH1	chr9	136517309	1271	0.723119067
NOTCH1	chr9	136517364	1417	0.806183886
NOTCH1	chr9	136517753	1391	0.791391521
NOTCH1	chr9	136517801	1746	0.993364195
NOTCH1	chr9	136517807	1755	0.998484629
NOTCH1	chr9	136517820	1820	1.035465541
NOTCH1	chr9	136517846	1773	1.008725497
NOTCH1	chr9	136517850	1762	1.002467189
NOTCH1	chr9	136517871	1685	0.958659031
NOTCH1	chr9	136517884	1634	0.929643239
NOTCH1	chr9	136518142	793	0.451167129
NOTCH1	chr9	136518213	1334	0.758962105
NOTCH1	chr9	136518230	1471	0.83690649
NOTCH1	chr9	136518254	1482	0.843164798
NOTCH1	chr9	136518275	1317	0.749290175
NOTCH1	chr9	136518284	1193	0.678741973
NOTCH1	chr9	136518589	1677	0.954107534
NOTCH1	chr9	136518602	1886	1.07301539
NOTCH1	chr9	136518613	2031	1.155511271
NOTCH1	chr9	136518626	2088	1.187940687
NOTCH1	chr9	136518627	2116	1.203870926
NOTCH1	chr9	136518641	2201	1.25223058
NOTCH1	chr9	136518670	2255	1.282953184
NOTCH1	chr9	136518691	2205	1.254506329
NOTCH1	chr9	136518724	2193	1.247679083
NOTCH1	chr9	136518790	2061	1.172579385
NOTCH1	chr9	136518812	1970	1.120806108
NOTCH1	chr9	136518825	1851	1.053102592
NOTCH1	chr9	136519493	1819	1.034896604
NOTCH1	chr9	136519496	1835	1.043999598
NOTCH1	chr9	136519567	1590	0.904610006
NOTCH1	chr9	136522965	769	0.437512638
NOTCH1	chr9	136522970	800	0.455149688
NOTCH1	chr9	136522972	815	0.463683745
NOTCH1	chr9	136522978	854	0.485872292
NOTCH1	chr9	136523007	977	0.555851557
NOTCH1	chr9	136523020	1095	0.622986136
NOTCH1	chr9	136523035	1210	0.688413904
NOTCH1	chr9	136523044	1283	0.729946313
NOTCH1	chr9	136523061	1432	0.814717942
NOTCH1	chr9	136523067	1519	0.864215471
NOTCH1	chr9	136523072	1529	0.869904842
NOTCH1	chr9	136523129	1857	1.056516214
NOTCH1	chr9	136523157	1838	1.045706409
NOTCH1	chr9	136523170	1722	0.979709704
NOTCH1	chr9	136523181	1602	0.911437251
NOTCH1	chr9	136523182	1600	0.910299377
NOTCH1	chr9	136523749	1100	0.625830822
NOTCH1	chr9	136523769	1251	0.711740325
NOTCH1	chr9	136523771	1265	0.719705445
NOTCH1	chr9	136523808	1507	0.857388225
NOTCH1	chr9	136523843	1590	0.904610006
NOTCH1	chr9	136544092	1214	0.690689652
GATA3	chr10	8055660	80	0.045514969
GATA3	chr10	8055711	544	0.309501788
GATA3	chr10	8055833	1580	0.898920635
GATA3	chr10	8055847	1456	0.828372433
GATA3	chr10	8055869	1129	0.642329998
GATA3	chr10	8058351	2061	1.172579385
GATA3	chr10	8058361	2075	1.180544504
GATA3	chr10	8058383	2054	1.168596825
GATA3	chr10	8058390	1976	1.12421973
GATA3	chr10	8058545	477	0.271383002
GATA3	chr10	8058555	565	0.321449467
GATA3	chr10	8058620	1168	0.664518545
GATA3	chr10	8058673	1631	0.927936427
GATA3	chr10	8058710	1514	0.861370785
GATA3	chr10	8058732	1595	0.907454691
GATA3	chr10	8058750	1554	0.88412827
GATA3	chr10	8058764	1464	0.83292393
GATA3	chr10	8058772	1428	0.812442194
GATA3	chr10	8058796	1568	0.892093389
GATA3	chr10	8058800	1556	0.885266144
GATA3	chr10	8058822	1499	0.852836729
GATA3	chr10	8064118	2863	1.628866947
GATA3	chr10	8064123	2745	1.561732368
GATA3	chr10	8069528	2234	1.271005505
GATA3	chr10	8069591	2223	1.264747197
GATA3	chr10	8073747	786	0.447184569
GATA3	chr10	8073807	1394	0.793098332
GATA3	chr10	8073807	1392	0.791960458
GATA3	chr10	8073826	1508	0.857957163
GATA3	chr10	8073827	1500	0.853405666
GATA3	chr10	8073874	1885	1.072446453
GATA3	chr10	8073881	2003	1.139581032
GATA3	chr10	8073904	2308	1.313106851
GATA3	chr10	8073953	2513	1.429738959
GATA3	chr10	8073969	2428	1.381379304
GATA3	chr10	8074019	2090	1.189078561
RET	chr10	43077301	167	0.095012497
RET	chr10	43077318	186	0.105822303
RET	chr10	43100499	1538	0.875025276
RET	chr10	43100503	1561	0.888110829
RET	chr10	43100520	1648	0.937608358
RET	chr10	43100528	1681	0.956383283
RET	chr10	43100538	1682	0.95695222
RET	chr10	43100551	1755	0.998484629
RET	chr10	43100620	1491	0.848285232
RET	chr10	43102344	1322	0.75213486
RET	chr10	43102604	1365	0.776599156
RET	chr10	43102607	1350	0.768065099
RET	chr10	43102608	1349	0.767496162
RET	chr10	43104974	157	0.089323126
RET	chr10	43105003	201	0.114356359
RET	chr10	43105127	554	0.315191159
RET	chr10	43105151	624	0.355016757
RET	chr10	43105171	636	0.361844002
RET	chr10	43105173	637	0.362412939
RET	chr10	43106487	1497	0.851698854
RET	chr10	43106501	1456	0.828372433
RET	chr10	43106519	1464	0.83292393
RET	chr10	43109127	1878	1.068463893
RET	chr10	43109128	1873	1.065619208
RET	chr10	43109150	1957	1.113409925
RET	chr10	43109155	1967	1.119099296
RET	chr10	43109164	1955	1.112272051
RET	chr10	43109191	1884	1.071877516
RET	chr10	43109192	1878	1.068463893
RET	chr10	43109220	1695	0.964348402
RET	chr10	43111239	1731	0.984830138
RET	chr10	43111263	1856	1.055947277
RET	chr10	43111270	1848	1.05139578
RET	chr10	43111297	1835	1.043999598
RET	chr10	43111409	1193	0.678741973
RET	chr10	43112104	1857	1.056516214
RET	chr10	43112150	2284	1.29945236
RET	chr10	43112899	2101	1.195336869
RET	chr10	43113608	1949	1.108858428
RET	chr10	43113641	1869	1.063343459
RET	chr10	43114494	1812	1.030914044
RET	chr10	43114514	1808	1.028638296
RET	chr10	43114573	1504	0.855681414
RET	chr10	43114638	1506	0.856819288
RET	chr10	43114650	1608	0.914850874
RET	chr10	43114662	1714	0.975158207
RET	chr10	43114663	1739	0.989381635
RET	chr10	43114706	1898	1.079842636
RET	chr10	43114733	1836	1.044568535
RET	chr10	43114735	1853	1.054240466
RET	chr10	43116599	1135	0.64574362
RET	chr10	43118395	1744	0.992226321
RET	chr10	43118424	2009	1.142994655
RET	chr10	43118425	2007	1.141856781
RET	chr10	43118466	1672	0.951262849
RET	chr10	43119548	307	0.174663693
RET	chr10	43119568	487	0.277072373
RET	chr10	43119573	565	0.321449467
RET	chr10	43119593	846	0.481320795
RET	chr10	43119621	1208	0.687276029
RET	chr10	43119640	1254	0.713447137
RET	chr10	43119650	1241	0.706050954
RET	chr10	43119668	1233	0.701499457
RET	chr10	43119684	1216	0.691827526
RET	chr10	43119689	1176	0.669070042
RET	chr10	43120132	1657	0.942728792
RET	chr10	43120185	1751	0.99620888
RET	chr10	43123707	1345	0.765220414
RET	chr10	43124919	1903	1.082687321
RET	chr10	43124922	1898	1.079842636
RET	chr10	43126598	1667	0.948418163
RET	chr10	43126688	1527	0.868766968
RET	chr10	43126694	1449	0.824389873
PTEN	chr10	87863962	138	0.078513321
PTEN	chr10	87863967	164	0.093305686
PTEN	chr10	87864067	257	0.146216837
PTEN	chr10	87864070	249	0.141665341
PTEN	chr10	87864090	217	0.123459353
PTEN	chr10	87864100	170	0.096719309
PTEN	chr10	87864103	149	0.084771629
PTEN	chr10	87864144	73	0.041532409
PTEN	chr10	87864239	290	0.164991762
PTEN	chr10	87864395	830	0.472217802
PTEN	chr10	87864408	989	0.562678802
PTEN	chr10	87864416	1072	0.609900582
PTEN	chr10	87864419	1079	0.613883142
PTEN	chr10	87864457	1279	0.727670564
PTEN	chr10	87894057	1587	0.902903194
PTEN	chr10	87894077	1709	0.972313522
PTEN	chr10	87894091	1600	0.910299377
PTEN	chr10	87894105	1476	0.839751175
PTEN	chr10	87933016	1239	0.70491308
PTEN	chr10	87933025	1424	0.810166445
PTEN	chr10	87933126	2021	1.1498219
PTEN	chr10	87933137	2067	1.175993007
PTEN	chr10	87933191	1705	0.970037773
PTEN	chr10	87933197	1692	0.962641591
PTEN	chr10	87952167	1807	1.028069359
PTEN	chr10	87957918	1760	1.001329314
PTEN	chr10	87957947	1456	0.828372433
PTEN	chr10	87957999	1389	0.790253646
PTEN	chr10	87960952	1281	0.728808439
PTEN	chr10	87961054	1874	1.066188145
PTEN	chr10	87961065	1885	1.072446453
PTEN	chr10	87965310	1230	0.699792646
PTEN	chr10	87965473	1374	0.78171959
PTEN	chr10	87965473	1378	0.783995338
TCF7L2	chr10	112950887	796	0.45287394
TCF7L2	chr10	112964611	993	0.564954551
TCF7L2	chr10	113040057	1508	0.857957163
TCF7L2	chr10	113040090	1763	1.003036126
TCF7L2	chr10	113040103	1766	1.004742937
TCF7L2	chr10	113089417	1066	0.60648696
TCF7L2	chr10	113089501	1605	0.913144062
TCF7L2	chr10	113141313	1604	0.912575125
TCF7L2	chr10	113143931	1661	0.945004541
TCF7L2	chr10	113143958	1856	1.055947277
TCF7L2	chr10	113143977	1862	1.0593609
TCF7L2	chr10	113151039	1547	0.88014571
TCF7L2	chr10	113151075	1642	0.934194735
TCF7L2	chr10	113151119	1142	0.64972618
TCF7L2	chr10	113151809	1366	0.777168093
TCF7L2	chr10	113158023	1349	0.767496162
TCF7L2	chr10	113158038	1598	0.909161503
TCF7L2	chr10	113158056	1671	0.950693912
TCF7L2	chr10	113159919	670	0.381187864
TCF7L2	chr10	113159982	1232	0.70093052
TCF7L2	chr10	113160674	1482	0.843164798
TCF7L2	chr10	113165557	965	0.549024312
TCF7L2	chr10	113165557	965	0.549024312
TCF7L2	chr10	113165610	1040	0.591694595
TCF7L2	chr10	113165645	616	0.35046526
TCF7L2	chr10	113165722	286	0.162716014
TCF7L2	chr10	113165838	185	0.105253365
TCF7L2	chr10	113165843	186	0.105822303
FGFR2	chr10	121479592	1821	1.036034478
FGFR2	chr10	121479598	1871	1.064481334
FGFR2	chr10	121479911	1812	1.030914044
FGFR2	chr10	121479927	1870	1.063912397
FGFR2	chr10	121479927	1870	1.063912397
FGFR2	chr10	121479954	1862	1.0593609
FGFR2	chr10	121483709	2247	1.278401687
FGFR2	chr10	121483752	1930	1.098048623
FGFR2	chr10	121483786	1536	0.873887402
FGFR2	chr10	121483799	1376	0.782857464
FGFR2	chr10	121485460	1827	1.039448101
FGFR2	chr10	121485493	1842	1.047982158
FGFR2	chr10	121487415	1132	0.644036809
FGFR2	chr10	121487415	1132	0.644036809
FGFR2	chr10	121488029	1302	0.740756118
FGFR2	chr10	121488057	1510	0.859095037
FGFR2	chr10	121496559	1692	0.962641591
FGFR2	chr10	121496564	1719	0.978002893
FGFR2	chr10	121496569	1750	0.995639943
FGFR2	chr10	121496663	2048	1.165183202
FGFR2	chr10	121496670	1993	1.133891661
FGFR2	chr10	121498510	1103	0.627537633
FGFR2	chr10	121498571	1806	1.027500422
FGFR2	chr10	121500867	994	0.565523488
FGFR2	chr10	121500877	1081	0.615021016
FGFR2	chr10	121500887	1139	0.648019369
FGFR2	chr10	121500915	1261	0.717429696
FGFR2	chr10	121503900	2124	1.208422423
FGFR2	chr10	121503900	2121	1.206715611
FGFR2	chr10	121515122	1572	0.894369138
FGFR2	chr10	121515124	1584	0.901196383
FGFR2	chr10	121515132	1658	0.943297729
FGFR2	chr10	121515160	1797	1.022379988
FGFR2	chr10	121515275	2136	1.215249668
FGFR2	chr10	121517346	1598	0.909161503
FGFR2	chr10	121517399	1790	1.018397428
FGFR2	chr10	121518696	1581	0.899489572
FGFR2	chr10	121518797	1797	1.022379988
FGFR2	chr10	121520095	2021	1.1498219
FGFR2	chr10	121520109	2165	1.231748844
FGFR2	chr10	121526170	1400	0.796511955
FGFR2	chr10	121526195	1427	0.811873257
FGFR2	chr10	121538612	1523	0.866491219
FGFR2	chr10	121538644	1825	1.038310227
FGFR2	chr10	121538696	1565	0.890386578
FGFR2	chr10	121551291	907	0.516025959
FGFR2	chr10	121551306	1060	0.603073337
FGFR2	chr10	121564537	1237	0.703775206
FGFR2	chr10	121564556	1230	0.699792646
FGFR2	chr10	121565531	1816	1.033189793
FGFR2	chr10	121565625	1882	1.070739642
FGFR2	chr10	121565656	1826	1.038879164
FGFR2	chr10	121593733	2084	1.185664938
FGFR2	chr10	121593745	2248	1.278970624
FGFR2	chr10	121593752	2328	1.324485593
FGFR2	chr10	121593838	2040	1.160631705
FGFR2	chr10	121593905	2040	1.160631705
FGFR2	chr10	121593950	2115	1.203301989
FGFR2	chr10	121593961	2140	1.217525416
FGFR2	chr10	121593994	1905	1.083825195
FGFR2	chr10	121594031	1799	1.023517862
FGFR2	chr10	121594059	1598	0.909161503
FGFR2	chr10	121594063	1557	0.885835081
FGFR2	chr10	121594093	1739	0.989381635
FGFR2	chr10	121594158	1892	1.076429013
FGFR2	chr10	121594230	1947	1.107720554
FGFR2	chr10	121594355	1738	0.988812698
FGFR2	chr10	121594355	1738	0.988812698
FGFR2	chr10	121594406	1977	1.124788667
FGFR2	chr10	121594442	1810	1.02977617
FGFR2	chr10	121594456	1774	1.009294434
FGFR2	chr10	121594511	1705	0.970037773
FGFR2	chr10	121594658	1452	0.826096684
FGFR2	chr10	121594662	1422	0.809028571
FGFR2	chr10	121594954	1853	1.054240466
FGFR2	chr10	121594970	1957	1.113409925
FGFR2	chr10	121595030	1823	1.037172352
FGFR2	chr10	121595036	1871	1.064481334
FGFR2	chr10	121595037	1871	1.064481334
FGFR2	chr10	121595043	1907	1.08496307
FGFR2	chr10	121595073	2017	1.147546152
FGFR2	chr10	121595191	1824	1.03774129
